STATION,DATE,TAVG,TMIN,TMAX,AWND,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,2007/12/17,,20,36,16.11,29.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,2007/12/18,,11,35,4.03,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2007/12/19,,19,38,3.58,12.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2007/12/20,,31,36,10.07,17.9,1,,,,,1,,1,,,,,1,,1,,1,,,
USW00014765,2007/12/21,,27,31,12.08,17.9,1,,,,,1,,,,,,1,1,,1,,1,,,
USW00014765,2007/12/22,,28,38,6.71,12.1,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2007/12/23,,33,57,10.29,40.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,2007/12/24,,35,57,12.3,29.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2007/12/25,,27,43,7.61,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2007/12/26,,23,40,5.82,17,,,,1,,,,,,,,,,,1,,,,,
USW00014765,2007/12/27,,35,41,10.29,19.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2007/12/28,,33,48,5.14,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2007/12/29,,33,53,8.05,17,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2007/12/30,,27,43,5.14,10.1,1,,,1,,,,,,,,1,,,1,,,,,
USW00014765,2007/12/31,,26,44,10.74,25.9,1,,,1,,,,,,,,1,1,,1,,,,,
USW00014765,2008/1/1,,23,44,6.26,17.9,1,,,1,,,,,,,,1,,,1,,1,,,
USW00014765,2008/1/2,,13,34,12.3,23,,,,,,,,,,,,,,,,,1,,,
USW00014765,2008/1/3,,8,17,12.97,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/4,,7,36,8.5,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/5,,21,42,6.04,13,,,,1,,,,,,,,,1,,1,,,,,
USW00014765,2008/1/6,,36,49,5.82,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/7,,34,59,5.14,12.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2008/1/8,,39,66,7.38,15,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2008/1/9,,39,59,14.32,31.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2008/1/10,,34,49,7.61,17,,,,,,,,,,,,,1,,1,,,,,
USW00014765,2008/1/11,,37,58,8.5,31.1,1,1,1,,,,,1,,,,,1,,1,,,,,
USW00014765,2008/1/12,,33,52,6.04,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/13,,29,48,8.05,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/14,,30,39,10.96,21,1,1,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2008/1/15,,26,39,5.82,17.9,1,,,,,,,,,,,,,,,,1,,,
USW00014765,2008/1/16,,24,35,10.96,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/17,,19,37,3.36,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,2008/1/18,,33,49,8.05,21.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2008/1/19,,28,37,6.71,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/20,,17,34,11.41,21,,,,,,,,,,,,,,,,,1,,,
USW00014765,2008/1/21,,14,26,8.5,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/22,,16,40,9.17,28,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,2008/1/23,,26,39,8.5,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/24,,18,33,4.92,21,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2008/1/25,,16,32,10.07,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/26,,22,33,5.14,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/27,,24,33,15.43,33.1,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2008/1/28,,23,44,14.76,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/1/29,,24,45,4.92,10.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2008/1/30,,30,49,12.53,32,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2008/1/31,,24,38,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/2/1,,24,53,9.84,29.1,1,,1,1,,,,,,,,,1,,1,,,,,
USW00014765,2008/2/2,,33,49,11.63,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/2/3,,30,48,5.59,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/2/4,,28,39,2.01,8.1,1,,,,,,,,,,,1,1,,1,,1,,,
USW00014765,2008/2/5,,37,52,6.04,17,1,1,,1,,,,,,,,,1,,1,,,,,
USW00014765,2008/2/6,,38,48,5.37,17.9,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,2008/2/7,,31,38,10.29,19.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2008/2/8,,29,34,6.04,10.1,1,,,,,1,,,,,,1,1,,1,,1,,,
USW00014765,2008/2/9,,22,38,4.92,14.1,1,,,1,,,,,,,,1,1,,1,,1,,,
USW00014765,2008/2/10,,16,47,14.09,32,1,1,,,,,,1,,,,,,,1,,1,,,
USW00014765,2008/2/11,,11,27,18.57,33.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/2/12,,12,30,5.14,12.1,1,,,1,,,,,,,,1,,,,,1,,,
USW00014765,2008/2/13,,26,54,11.63,29.1,1,,,1,,1,,,,,,,1,,1,,1,,,
USW00014765,2008/2/14,,28,41,12.08,23,,,,1,,,,,,,,,1,,1,,,,,
USW00014765,2008/2/15,,26,49,12.3,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/2/16,,21,33,8.05,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/2/17,,18,47,9.62,25.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2008/2/18,,41,62,20.8,42.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2008/2/19,,28,45,13.42,29.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,2008/2/20,,22,33,10.07,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/2/21,,19,33,8.5,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/2/22,,23,33,8.05,16.1,1,1,,1,,1,,,,,,,,,1,1,1,,,
USW00014765,2008/2/23,,26,34,5.82,16.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,2008/2/24,,22,39,6.71,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/2/25,,21,47,5.59,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/2/26,,27,45,5.14,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2008/2/27,,24,42,10.07,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2008/2/28,,16,30,12.08,19.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,2008/2/29,,12,28,6.93,15,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2008/3/1,,27,42,10.51,21,1,,,1,1,,,,,,,1,,,1,,1,,,
USW00014765,2008/3/2,,27,43,12.3,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/3,,23,50,10.29,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/4,,43,61,13.65,28,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/3/5,,38,61,16.11,38,1,,1,,1,,,,,,,,1,,1,,,,,
USW00014765,2008/3/6,,29,47,6.71,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/7,,28,52,6.71,16.1,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,2008/3/8,,40,62,13.87,36.9,1,1,,,1,,,1,,,,1,,,1,,,,,
USW00014765,2008/3/9,,29,47,18.57,36,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/10,,24,41,9.62,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/11,,27,45,7.16,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/12,,32,47,9.62,31.1,1,,,,1,,,,,,1,1,1,,1,,,,,
USW00014765,2008/3/13,,30,41,8.5,17.9,,,,,,,,,,,,,,,1,,1,,,
USW00014765,2008/3/14,,32,53,4.47,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/15,,36,42,13.42,23.9,1,,1,1,1,,,,,,,,1,,1,,1,,,
USW00014765,2008/3/16,,36,46,9.62,23.9,,,,,1,,,,,,,,,,1,,,,,
USW00014765,2008/3/17,,30,47,14.54,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/18,,27,44,6.49,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/19,,35,49,8.5,17.9,1,,1,1,1,,,,,,,,1,,1,,1,,,
USW00014765,2008/3/20,,35,56,15.88,29.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/3/21,,31,42,20.8,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/22,,29,49,10.74,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/23,,28,47,7.38,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/24,,24,50,4.7,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/25,,30,42,12.3,21,,,,,1,,,,,,,,,,,,,,,
USW00014765,2008/3/26,,35,60,12.97,29.1,,,,,1,,,,,,,,,,1,,,,,
USW00014765,2008/3/27,,30,51,5.59,15,,,,,1,,,,,,,,1,,1,,,,,
USW00014765,2008/3/28,,34,43,9.4,17,1,,,,1,,,1,,,,1,1,,1,,,,,
USW00014765,2008/3/29,,29,43,12.97,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/30,,24,46,6.71,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/3/31,,25,54,10.51,21,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/4/1,,53,60,19.01,34.9,1,,,,1,,,1,,,,1,1,,1,,,,,
USW00014765,2008/4/2,,34,57,16.33,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/3,,30,52,9.84,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/4,,37,49,6.26,19.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/4/5,,44,55,6.04,17,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/4/6,,39,44,14.54,23.9,1,,,,1,,,,,,,,1,,1,,,,,
USW00014765,2008/4/7,,37,49,15.21,23,,,,,,,,,,,,,,,1,,,,,
USW00014765,2008/4/8,,34,58,9.4,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/9,,33,51,6.49,15,1,1,,,,,,,1,,,1,1,,,,,,,
USW00014765,2008/4/10,,46,74,8.95,21,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/4/11,,43,53,6.04,15,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/4/12,,47,72,8.95,21,1,1,1,,1,,,,1,,,,,,1,,,,,
USW00014765,2008/4/13,,39,55,10.07,19.9,,,,,1,,,,,,,,,,1,,,,,
USW00014765,2008/4/14,,35,55,8.05,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/15,,37,60,8.05,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/16,,32,64,6.04,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/17,,34,71,7.83,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/18,,43,78,5.82,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/19,,46,75,4.92,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/20,,43,66,7.61,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/21,,45,68,6.93,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/22,,43,69,6.04,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/23,,44,82,8.72,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/24,,56,76,10.74,23.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/4/25,,45,69,7.83,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/4/26,,43,63,8.05,16.1,,,,,,,,,,,,,1,,1,,,,,
USW00014765,2008/4/27,,44,52,3.58,8.9,,,,,1,,,,,,,,,,1,,,,,
USW00014765,2008/4/28,,45,58,10.07,19.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/4/29,,43,59,9.17,23.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/4/30,,38,56,9.17,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/1,,34,60,7.38,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/2,,47,51,6.71,13,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/5/3,,45,48,7.83,15,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/5/4,,45,59,7.61,16.1,1,,,,1,,,,1,,,1,1,,1,,,,,
USW00014765,2008/5/5,,40,67,6.49,16.1,1,1,,,,,,,1,,,1,,,,,,,,
USW00014765,2008/5/6,,43,74,5.37,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/7,,56,74,9.84,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/8,,55,75,9.4,17,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/5/9,,47,59,10.51,21.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/5/10,,45,67,12.75,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2008/5/11,,41,65,8.28,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/12,,45,50,17.67,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/13,,47,68,15.88,36,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/14,,42,73,6.26,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/15,,48,65,3.8,13,,,,,,,,,,,,,,,1,,,,,
USW00014765,2008/5/16,,48,60,7.83,17,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,2008/5/17,,49,75,11.41,23,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/5/18,,54,71,10.29,21.9,,,,,1,,,,,,,,,,1,,,,,
USW00014765,2008/5/19,,49,61,12.3,30,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2008/5/20,,45,63,8.72,23,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/5/21,,48,69,9.4,23,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,2008/5/22,,48,60,7.83,16.1,,,,,,,,,,,,,1,,1,,,,,
USW00014765,2008/5/23,,45,73,11.86,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/24,,53,71,9.84,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,2008/5/25,,50,76,8.05,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/26,,52,77,14.54,30,,,,,1,,,,,,,,1,,1,,,,,
USW00014765,2008/5/27,,59,78,11.41,25.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/5/28,,50,69,10.96,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/29,,46,77,10.07,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/30,,57,77,9.84,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/5/31,,61,68,12.08,19.9,1,,1,,,,1,1,,,,,1,,1,,,,,
USW00014765,2008/6/1,,58,84,9.4,21,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2008/6/2,,58,80,8.5,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/6/3,,56,85,10.07,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/6/4,,58,67,8.05,15,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/6/5,,57,62,11.86,21,1,,,,,,,1,,,,1,1,,,,,,,
USW00014765,2008/6/6,,54,60,6.04,15,1,,,,1,,,1,,,,1,,,1,,,,,
USW00014765,2008/6/7,,56,85,5.82,12.1,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,2008/6/8,,74,94,8.95,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,2008/6/9,,74,97,8.72,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/6/10,,70,96,6.93,25.9,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,2008/6/11,,69,87,9.62,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/6/12,,57,83,8.72,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/6/13,,56,80,7.38,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/6/14,,60,84,6.04,13,1,,,,1,,1,1,,,,1,1,,1,,,,,
USW00014765,2008/6/15,,58,68,6.49,14.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/6/16,,59,69,7.61,13,1,,1,,1,,,,,,,,1,,1,,,,,
USW00014765,2008/6/17,,59,79,8.05,19.9,1,,1,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/6/18,,53,74,8.05,19.9,1,,1,,1,,,,,,,,1,,1,,,,,
USW00014765,2008/6/19,,57,73,6.71,17.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2008/6/20,,58,79,8.28,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/6/21,,63,84,7.61,16.1,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,2008/6/22,,65,82,10.29,25.1,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/6/23,,68,76,6.71,14.1,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/6/24,,62,81,5.14,28,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/6/25,,62,83,7.83,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/6/26,,62,79,6.49,13,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,2008/6/27,,65,84,5.82,14.1,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,2008/6/28,,68,85,5.82,17,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,2008/6/29,,70,92,9.62,21,1,1,,,,,1,1,1,,,1,,,,,,,,
USW00014765,2008/6/30,,70,88,9.17,17.9,1,,1,,1,,1,1,,,,,,,1,,,,,
USW00014765,2008/7/1,,68,87,8.5,17,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,2008/7/2,,68,83,7.61,21.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/7/3,,65,88,11.41,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/7/4,,65,74,5.59,16.1,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,2008/7/5,,66,72,3.36,8.1,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,2008/7/6,,67,80,5.59,14.1,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,2008/7/7,,69,87,8.05,17,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,2008/7/8,,71,90,9.4,19.9,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,2008/7/9,,71,90,10.29,23,1,,,,,,1,1,,,,1,,,1,,,,,
USW00014765,2008/7/10,,67,86,10.51,19.9,,,,,,,,1,,,,,1,,1,,,,,
USW00014765,2008/7/11,,62,84,6.49,15,,,,,,,,1,,,,,,,,,,,,
USW00014765,2008/7/12,,66,84,7.61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/7/13,,69,82,11.86,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/7/14,,70,87,7.38,16.1,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/7/15,,65,88,6.49,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/7/16,,64,91,6.26,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2008/7/17,,67,93,5.82,14.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2008/7/18,,69,95,6.71,15,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,2008/7/19,,72,96,7.61,21.9,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,2008/7/20,,72,94,10.74,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/7/21,,71,90,7.83,19.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/7/22,,68,82,7.83,17,,,,,1,,,,,,,,,,1,,,,,
USW00014765,2008/7/23,,67,78,8.05,32,1,1,1,,1,,1,1,,,,,,,,,,,,
USW00014765,2008/7/24,,69,80,13.42,28,1,1,1,,1,,1,1,,,,,,,1,,,,,
USW00014765,2008/7/25,,67,85,4.03,13,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2008/7/26,,63,86,7.61,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/7/27,,64,78,8.5,21,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/7/28,,63,85,6.04,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2008/7/29,,68,87,7.83,17,,,,,,,,1,,,,,,,,,,,,
USW00014765,2008/7/30,,66,83,6.49,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2008/7/31,,70,83,7.83,17.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2008/8/1,,69,86,5.82,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/2,,68,84,5.14,16.1,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/8/3,,66,83,7.16,15,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2008/8/4,,65,84,8.95,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/5,,66,78,7.61,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/6,,64,69,7.61,17.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/8/7,,65,74,6.71,17.9,1,,1,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/8/8,,61,79,4.47,21,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/8/9,,58,77,4.7,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/10,,61,78,6.49,17,,,,,1,,,,,,,,,,,,,,,
USW00014765,2008/8/11,,65,72,9.17,16.1,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/8/12,,62,76,7.83,15,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/8/13,,60,79,5.82,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/14,,64,83,4.03,19.9,1,1,1,,1,,,1,1,,,,,,,,,,,
USW00014765,2008/8/15,,64,77,5.59,16.1,1,,,,1,,,1,,,,1,1,,1,,,,,
USW00014765,2008/8/16,,63,81,6.04,17,,,,,,,,,,,,,,,1,,,,,
USW00014765,2008/8/17,,62,83,9.62,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/18,,66,86,8.28,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/19,,59,82,10.51,21.9,,,,,,,1,1,,,,,,,1,,,,,
USW00014765,2008/8/20,,53,73,8.05,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/21,,55,77,4.92,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/22,,58,79,5.14,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/23,,57,76,4.47,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/24,,58,79,4.47,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/25,,63,83,8.95,21,,,,,,,,,,,,,,,1,,,,,
USW00014765,2008/8/26,,57,76,9.4,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/27,,55,78,6.04,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/28,,57,81,6.04,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/29,,56,79,4.03,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/8/30,,65,71,3.36,12.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/8/31,,64,82,9.62,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/1,,62,84,8.72,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/2,,63,81,8.28,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/3,,56,81,5.14,15,,,,,,,,,,,,,,,1,,,,,
USW00014765,2008/9/4,,64,87,6.93,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2008/9/5,,68,85,8.05,21.9,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,2008/9/6,,71,79,9.4,31.1,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/9/7,,63,80,10.51,25.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/9/8,,59,79,4.03,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/9,,61,77,8.28,28,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/9/10,,56,71,5.82,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/11,,50,71,2.91,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/12,,54,68,6.71,19.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/9/13,,64,73,2.01,10.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2008/9/14,,65,72,8.28,16.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/9/15,,62,83,12.3,25.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2008/9/16,,57,69,3.36,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/17,,54,71,2.91,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/18,,51,70,7.61,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/19,,47,63,9.17,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/20,,46,67,3.58,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/21,,49,77,3.58,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/22,,50,62,9.84,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/23,,48,67,6.49,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/24,,45,68,3.36,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/25,,46,67,9.84,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2008/9/26,,58,67,9.84,21,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/9/27,,64,71,4.03,13,1,1,,,1,,,,1,,,1,,,1,,,,,
USW00014765,2008/9/28,,66,71,2.46,10.1,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,2008/9/29,,64,70,4.25,15,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,2008/9/30,,61,67,3.58,13,1,,,,,,,,,,,,1,,1,,,,,
USW00014765,2008/10/1,,61,73,5.82,16.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,2008/10/2,,47,65,7.61,23,1,,,,1,,,1,,,,1,,,1,,,,,
USW00014765,2008/10/3,,45,66,9.62,28,,,,,1,,,,,,,,,,1,,,,,
